ICAO,IATA,Name,City,Country,Altitude,Latitude,Longitude
PAIL,ILI,ILIAMNA,ILIAMNA,USA,57,59.754,-154.911
FMMQ,ILK,N/A,ILAKA EAST,MADAGASCAR,0,0,0
KILM,ILM,WILMINGTON INTERNATIONAL,WILMINGTON,USA,10,34.271,-77.903
RPVI,ILO,ILOILO,ILOILO,PHILIPPINES,9,10.713,122.545
NWEE,ILP,N/A,ILE DES PINS,NEW CALEDONIA,0,0,0
DNIL,ILR,ILORIN,ILORIN,NIGERIA,343,8.44,4.494
HKKL,ILU,N/A,KILAGUNI,KENYA,0,0,0
EGPI,ILY,ISLAY,ISLAY,UK,17,55.682,-6.257
VEIM,IMF,IMPHAL,IMPHAL,INDIA,775,24.76,93.897
FEFZ,IMO,N/A,ZEMIO,CENTRAL AFRICAN REP.,0,0,0
SBIZ,IMP,IMPERATRIZ,IMPERATRIZ,BRAZIL,132,-5.531,-47.46
KIMT,IMT,Ford Airport,IRON MOUNTAIN,USA,N/A,N/A,N/A
ZLIC,INC,N/A,YINCHUAN,CHINA,0,0,0
KIND,IND,INDIANAPOLIS INTERNATIONAL,INDIANAPOLIS,USA,243,39.717,-86.294
DATG,INF,N/A,IN GUEZZAM,ALGERIA,0,0,0
SAWA,ING,LAGO ARGENTINO,LAGO ARGENTINO,ARGENTINA,224,-50.335,-72.248
FQIN,INH,INHAMBANE,INHAMBANE,MOZAMBIQUE,10,-23.876,35.408
LYNI,INI,N/A,NIS,YUGOSLAVIA,0,0,0
KINK,INK,WINKLER CO,WINK,USA,860,31.779,-103.201
KINL,INL,FALLS INTERNATIONAL,INTERNATIONAL FALLS,USA,362,48.566,-93.403
LOWI,INN,INNSBRUCK,INNSBRUCK,AUSTRIA,581,47.26,11.344
FZBA,INO,N/A,INONGO,ZAIRE,0,0,0
EIIR,INQ,N/A,INISHEER,IRELAND,0,0,0
KINS,INS,INDIAN SPRINGS AF AUX,INDIAN SPRINGS,USA,955,36.587,-115.673
KINT,INT,SMITH REYNOLDS,WINSTON-SALEM,USA,296,36.134,-80.222
YNAU,INU,N/A,NAURU ISLAND,NAURU,0,0,0
EGPE,INV,INVERNESS,INVERNESS,UK,10,57.54,-4.05
WASI,INX,N/A,INANWATAN,INDONESIA,0,0,0
DAUI,INZ,IN SALAH,IN SALAH,ALGERIA,270,27.251,2.512
LGIO,IOA,IOANNINA,IOANNINA,GREECE,477,39.696,20.822
EGNS,IOM,ISLE OF MAN,ISLE OF MAN,ENGLAND,17,54.083,-4.624
FCOI,ION,IMPFONDO,IMPFONDO,CONGO,335,1.589,18.047
EIIM,IOR,N/A,INISHMORE,IRELAND,0,0,0
SBIL,IOS,ILHEUS,ILHEUS,BRAZIL,5,-14.816,-39.033
NVVI,IPA,N/A,IPOTA,VANUATU,0,0,0
SCIP,IPC,MATAVERI INTERNATIONAL,EASTER ISLAND,CHILE,70,-27.165,-109.422
WMKI,IPH,SULTAN AZLAN SHAH,IPOH,MALAYSIA,40,4.568,101.092
SKIP,IPI,SAN LUIS,IPIALES,COLOMBIA,2977,0.862,-77.672
KIPL,IPL,IMPERIAL CO,IMPERIAL,USA,-17,32.834,-115.579
SBIP,IPN,USIMINAS,IPATINGA,BRAZIL,239,-19.471,-42.488
KIPT,IPT,WILLIAMSPORT RGNL,WILLIAMSPORT,USA,162,41.242,-76.921
SCDA,IQQ,DIEGO ARACENA INTERNATIONAL,IQUIQUE,CHILE,48,-20.535,-70.181
SPQT,IQT,CORONEL FAP FRANCISCO SECADA VIGNETTA,IQUITOS,PERU,94,-3.785,-73.309
VGIS,IRD,ISHURDI,ISHURDI,BANGLADESH,14,24.152,89.049
HTIR,IRI,IRINGA,IRINGA,TANZANIA,1426,-7.669,35.752
SANL,IRJ,LA RIOJA,LA RIOJA,ARGENTINA,438,-29.381,-66.796
FEFI,IRO,BIRAO,BIRAO,CENTRAL AFRICAN REP.,517,10.236,22.717
FZJH,IRP,ISIRO MATARI,ISIRO,ZAIRE,744,2.827,27.588
YBMA,ISA,MOUNT ISA,MOUNT ISA,AUSTRALIA,342,-20.664,139.489
OPRN,ISB,CHAKLALA,ISLAMABAD,PAKISTAN,508,33.616,73.099
EGHE,ISC,N/A,ISLES OF SCILLY,ENGLAND,0,0,0
ROIG,ISG,ISHIGAKI,ISHIGAKI,JAPAN,29,24.344,124.187
MMIM,ISJ,ISLA MUJERES,ISLA MUJERES,MEXICO,3,21.245,-86.74
VANR,ISK,NASIK ROAD,NASIK ROAD,INDIA,598,19.962,73.807
KISN,ISN,SLOULIN FLD INTERNATIONAL,WILLISTON,USA,605,48.178,-103.642
KISP,ISP,LONG ISLAND MAC ARTHUR,ISLIP,USA,31,40.795,-73.1
LTBA,IST,ATATURK,ISTANBUL,TURKEY,50,40.977,28.821
KITH,ITH,Ithaca Tompkins International Airport,ITHACA,USA,N/A,N/A,N/A
RJOO,ITM,OSAKA INTERNATIONAL,OSAKA,JAPAN,16,34.785,135.438
PHTO,ITO,HILO INTERNATIONAL,HILO,USA,12,19.72,-155.049
FMNJ,IVA,N/A,AMBANJA,MADAGASCAR,0,0,0
NZNV,IVC,INVERCARGILL,INVERCARGILL,NEW ZEALAND,2,-46.412,168.313
EFIV,IVL,IVALO,IVALO,FINLAND,147,68.607,27.405
RJAW,IWO,IWO JIMA,IWOJIMA,JAPAN,116,24.784,141.322
VEAT,IXA,AGARTALA,AGARTALA,INDIA,15,23.889,91.241
VEBD,IXB,BAGDOGRA,BAGHDOGRA,INDIA,126,26.681,88.328
VICG,IXC,CHANDIGARH,CHANDIGARH,INDIA,309,30.673,76.788
VIAL,IXD,ALLAHABAD,ALLAHABAD,INDIA,99,25.439,81.734
VOML,IXE,MANGALORE,MANGALORE,INDIA,102,12.96,74.893
VABM,IXG,BELGAUM,BELGAUM,INDIA,759,15.859,74.618
VEKR,IXH,KAILASHAHAR,KAILASHAHAR,INDIA,25,24.308,92.007
VELR,IXI,LILABARI,LILABARI,INDIA,101,27.291,94.097
VIJU,IXJ,JAMMU,JAMMU,INDIA,314,32.69,74.838
VAKS,IXK,KESHOD,KESHOD,INDIA,50,21.317,70.27
VILH,IXL,LEH,LEH,INDIA,3256,34.136,77.546
VOMD,IXM,MADURAI,MADURAI,INDIA,141,9.834,78.093
VIPK,IXP,PATHANKOT,PATHANKOT,INDIA,310,32.234,75.634
VERC,IXR,BIRSA MUNDA,RANCHI,INDIA,655,23.315,85.321
VEKU,IXS,SILCHAR,SILCHAR,INDIA,108,24.913,92.979
VEPG,IXT,PASIGHAT,PASIGHAT,INDIA,157,28.066,95.336
VAAU,IXU,AURANGABAD,AURANGABAD,INDIA,583,19.863,75.398
VEJS,IXW,JAMSHEDPUR,JAMSHEDPUR,INDIA,145,22.812,86.168
VAKE,IXY,KANDLA,KANDLA,INDIA,29,23.113,70.1
VOPB,IXZ,PORT BLAIR,PORT BLAIR,INDIA,5,11.646,92.733
RJOC,IZO,IZUMO,IZUMO,JAPAN,5,35.414,132.89
OAJL,JAA,JALALABAD,JALALABAD,AFGHANISTAN,553,34.399,70.499
KJAC,JAC,Jackson Hole Airport,JACKSON,USA,N/A,N/A,N/A
YPJT,JAD,PERTH JANDAKOT,PERTH,AUSTRALIA,31,-32.097,115.881
VCCJ,JAF,KANKESANTURAI,JAFFNA,SRI LANKA,11,9.792,80.07
VIJP,JAI,JAIPUR,JAIPUR,INDIA,385,26.824,75.81
WIID,JAK,N/A,JAKARTA,INDONESIA,0,0,0
KJAN,JAN,JACKSON INTERNATIONAL,JACKSON,USA,106,32.311,-90.076
BGJN,JAV,JACOBSHAVN,JAKOBSHAVN,GREENLAND,34,69.233,-51.067
KJAX,JAX,JACKSONVILLE INTERNATIONAL,JACKSONVILLE,USA,10,30.494,-81.688
KJBR,JBR,JONESBORO MUNI,JONESBORO,USA,80,35.832,-90.646
BGCH,JCH,N/A,CHRISTIANSHAAB,GREENLAND,0,0,0
SBJF,JDF,FRANCISCO DE ASSIS,JUIZ DE FORA,BRAZIL,912,-21.791,-43.387
LFPI,JDP,N/A,PARIS,FRANCE,0,0,0
ZSJD,JDZ,JINGDEZHEN AIRPORT,JINGDEZHEN,CHINA,0,0,0
OEJN,JED,KING ABDULAZIZ INTERNATIONAL,JEDDAH,SAUDI ARABIA,15,21.679,39.156
BGEM,JEG,N/A,EGEDESMINDE,GREENLAND,0,0,0
EGJJ,JER,JERSEY,JERSEY,ENGLAND,84,49.208,-2.195
KJFK,JFK,JOHN F KENNEDY INTERNATIONAL,NEW YORK,USA,4,40.64,-73.779
BGFH,JFR,N/A,FREDERIKSHAAB,GREENLAND,0,0,0
VAJM,JGA,JAMNAGAR,JAMNAGAR,INDIA,22,22.466,70.011
BGGN,JGO,N/A,GODHAVN,GREENLAND,0,0,0
BGGD,JGR,N/A,GRONNEDAL,GREENLAND,0,0,0
WMKJ,JHB,SULTAN ISMAIL,JOHOR BAHRU,MALAYSIA,37,1.641,103.669
PHJH,JHM,KAPALUA,LAHANIA-KAPALUA,USA,79,20.963,-156.674
BGHB,JHS,N/A,HOLSTEINSBORG,GREENLAND,0,0,0
HFFF,JIB,N/A,DJIBOUTI,DJIBOUTI,0,0,0
HAJM,JIM,ABA SEGUD,JIMMA,ETHIOPIA,1683,7.666,36.816
SPJI,JJI,JUANJUI,JUANJUI,PERU,350,-7.169,-76.728
BGJH,JJU,N/A,JULIANEHAAB,GREENLAND,0,0,0
ESGJ,JKG,JONKOPING,JOENKOEPING,SWEDEN,226,57.758,14.069
LGHI,JKH,CHIOS,CHIOS,GREECE,6,38.343,26.141
ESML,JLD,LANDSKRONA,LANDSKRONA,SWEDEN,60,55.945,12.861
KJLN,JLN,Joplin Regional Airport,JOPLIN,USA,N/A,N/A,N/A
VAJB,JLR,JABALPUR,JABALPUR,INDIA,495,23.178,80.052
LGMK,JMK,MIKONOS,MYKONOS,GREECE,124,37.435,25.348
ESHM,JMM,N/A,MALMOE,SWEDEN,0,0,0
KJMS,JMS,Jamestown Regional Airport,JAMESTOWN,USA,N/A,N/A,N/A
FAJS,JNB,JOHANNESBURG INTERNATIONAL,JOHANNESBURG,SOUTH AFRICA,1695,-26.139,28.246
BGNN,JNN,N/A,NANORTALIK,GREENLAND,0,0,0
BGNS,JNS,N/A,NARSSAQ,GREENLAND,0,0,0
PAJN,JNU,JUNEAU INTERNATIONAL,JUNEAU,USA,6,58.355,-134.576
EFJO,JOE,JOENSUU,JOENSUU,FINLAND,122,62.659,29.624
WIIJ,JOG,ADI SUTJIPTO,YOGYAKARTA,INDONESIA,107,-7.788,110.432
VIJO,JOH,JODHPUR,JODHPUR,INDIA,219,26.251,73.048
SBJV,JOI,JOINVILLE,JOINVILLE,BRAZIL,5,-26.225,-48.797
PJON,JON,JOHNSTON ATOLL,JOHNSTON ISLAND,JOHNSTON ATOLL,3,16.729,-169.534
DNJO,JOS,JOS,JOS,NIGERIA,1290,9.64,8.869
SBJP,JPA,INTL. PRES. CASTRO PINTO,JOAO PESSOA,BRAZIL,502,-7.27,-35.896
VEJT,JRH,JORHAT,JORHAT,INDIA,87,26.731,94.176
HTKJ,JRO,KILIMANJARO INTERNATIONAL,KILIMANJARO,TANZANIA,894,-3.429,37.074
LLJR,JRS,JERUSALEM/ATAROT,JERUSALEM,ISRAEL,232,31.867,35.217
VIJR,JSA,JAISALMER,JAISALMER,INDIA,271,26.889,70.864
LGST,JSH,SITIA,SITIA,GREECE,13,35.214,26.098
LGSK,JSI,SKIATHOS,SKIATHOS,GREECE,16,39.177,23.504
SAWS,JSM,JOSE DE SAN MARTIN,JOSE DE SAN MARTIN,ARGENTINA,734,-44.048,-70.459
VGJR,JSR,JESSORE,JESSORE,BANGLADESH,7,23.184,89.161
BGST,JSU,N/A,SUKKERTOPPEN,GREENLAND,0,0,0
LGSR,JTR,SANTORINI,SANTORINI,GREECE,40,36.4,25.479
HSSJ,JUB,JUBA,JUBA,SUDAN,460,4.872,31.601
EDWJ,JUI,N/A,JUIST,GERMANY,0,0,0
SASJ,JUJ,JUJUY,JUJUY,ARGENTINA,921,-24.393,-65.098
SPJL,JUL,JULIACA,JULIACA,PERU,3825,-15.467,-70.158
BGUP,JUV,N/A,UPERNAVIK,GREENLAND,0,0,0
FMMK,JVA,N/A,ANKAVANDRA,MADAGASCAR,0,0,0
FBJW,JWA,JWANENG,JWANENG,BOTSWANA,1189,-24.602,24.691
EFJY,JYV,JYVASKYLA,JYVASKYLA,FINLAND,140,62.399,25.678
FLKS,KAA,N/A,KASAMA,ZAMBIA,0,0,0
FVKB,KAB,KARIBA INTERNATIONAL,KARIBA,ZIMBABWE,520,-16.52,28.885
DNKA,KAD,KADUNA,KADUNA,NIGERIA,632,10.696,7.32
RKNN,KAG,GANGNEUNG,KANGNUNG,KOREA,11,37.753,128.944
EFKI,KAJ,KAJAANI,KAJAANI,FINLAND,148,64.285,27.692
DNKN,KAN,KANO MALLAM AMINU INTERNATIONAL,KANO,NIGERIA,478,12.047,8.524
EFKS,KAO,KUUSAMO,KUUSAMO,FINLAND,264,65.987,29.239
SYKM,KAR,KAMARANG,KAMARANG,GUYANA,488,5.865,-60.614
NZKT,KAT,KAITAIA,KAITAIA,NEW ZEALAND,83,-35.07,173.285
EFKA,KAU,KAUHAVA,KAUHAVA,FINLAND,47,63.127,23.051
GFKB,KBA,N/A,KABALA,SIERRA LEONE,0,0,0
FKKB,KBI,N/A,KRIBI,CAMEROON,0,0,0
OAKB,KBL,KABUL INTERNATIONAL,KABUL,AFGHANISTAN,1792,34.566,69.212
UKBB,KBP,BORYSPIL,KIEV,RUSSIA,131,50.345,30.895
WMKC,KBR,SULTAN ISMAIL PETRA,KOTA BAHRU,MALAYSIA,5,6.166,102.294
GFBO,KBS,N/A,BO,SIERRA LEONE,0,0,0
UWWW,KBY,KURUMOCH,SAMARA,RUSSIA,146,53.505,50.164
WBGG,KCH,KUCHING INTERNATIONAL,KUCHING,MALAYSIA,28,1.485,110.346
RJOK,KCZ,KOCHI,KOCHI,JAPAN,10,33.544,133.671
GOGK,KDA,KOLDA,KOLDA,SENEGAL,1,12.88,-14.955
DBBK,KDC,N/A,KANDI,BENIN,0,0,0
OAKN,KDH,KANDAHAR,KANDAHAR,AFGHANISTAN,1015,31.506,65.848
WAAU,KDI,WOLTER MONGINSIDI,KENDARI,INDONESIA,55,-4.082,122.417
GQNK,KED,KAEDI,KAEDI,MAURITANIA,23,16.159,-13.508
FCOK,KEE,N/A,KELLE,CONGO,0,0,0
BIKF,KEF,KEFLAVIK NAS,KEFLAVIK,ICELAND,53,63.985,-22.606
UNEE,KEJ,KEMEROVO,KEMOROVO,RUSSIA,264,55.27,86.107
EDHK,KEL,KIEL HOLTENAU,KIEL,GERMANY,31,54.379,10.145
EFKE,KEM,KEMI TORNIO,KEMI,FINLAND,19,65.782,24.599
GFKE,KEN,N/A,KENEMA,SIERRA LEONE,0,0,0
DIOD,KEO,N/A,ODIENNE,IVORY COAST,0,0,0
WASE,KEQ,N/A,KEBAR,INDONESIA,0,0,0
OIKK,KER,KERMAN,KERMAN,IRAN,1749,30.261,56.957
VYKG,KET,KENGTUNG,KENGTUNG,MYANMAR,853,21.301,99.637
EFHA,KEV,HALLI,HALLI,FINLAND,146,61.856,24.786
HKKR,KEY,N/A,KERICHO,KENYA,0,0,0
GQNF,KFA,KIFFA,KIFFA,MAURITANIA,129,16.59,-11.406
FZUA,KGA,KANANGA,KANANGA,ZAIRE,652,-5.9,22.469
UMKK,KGD,KHRABROVO,KALININGRAD,RUSSIA,14,54.89,20.592
GOTK,KGG,KEDOUGOU,KEDOUGOU,SENEGAL,179,12.572,-12.22
YPKG,KGI,KALGOORLIE BOULDER,KALGOORLIE,AUSTRALIA,367,-30.789,121.462
FWKA,KGJ,KARONGA,KARONGA,MALAWI,538,-9.953,33.893
HRYR,KGL,KIGALI INTERNATIONAL,KIGALI,RWANDA,1492,-1.969,30.139
UKKG,KGO,KIROVOGRAD,KIROVOGRAD,RUSSIA,0,0,0
LGKO,KGS,KOS,KOS,GREECE,125,36.793,27.092
ZWSH,KHG,KASHI,KASHI,CHINA,1381,39.543,76.022
RCKH,KHH,KAOHSIUNG INTERNATIONAL,KAOHSIUNG,TAIWAN,10,22.575,120.351
OPKC,KHI,JINNAH INTERNATIONAL,KARACHI,PAKISTAN,31,24.906,67.161
ZSCN,KHN,NANCHANG AIRPORT,NANCHANG,CHINA,0,28.6,115.917
OOKB,KHS,KHASAB,KHASAB,OMAN,31,26.171,56.241
OAKS,KHT,N/A,KHOST,AFGHANISTAN,0,0,0
UHHH,KHV,NOVY,KHABAROVSK,RUSSIA,75,48.528,135.188
FBKR,KHW,N/A,KHWAI RIVER LODGE,BOTSWANA,0,0,0
ESMK,KID,KRISTIANSTAD,KRISTIANSTAD,SWEDEN,24,55.922,14.085
OIBK,KIH,KISH ISLAND,KISH ISLAND,IRAN,31,26.527,53.982
RJAN,KIJ,N/A,NIGATA,JAPAN,0,0,0
FAKM,KIM,KIMBERLEY,KIMBERLEY,SOUTH AFRICA,1204,-28.803,24.765
MKJP,KIN,NORMAN MANLEY INTERNATIONAL,KINGSTON,JAMAICA,4,17.936,-76.787
EIKY,KIR,KERRY,KERRY,IRELAND,35,52.181,-9.524
HKKI,KIS,KISUMU,KISUMU,KENYA,1209,-0.086,34.729
LGKC,KIT,KITHIRA,KITHIRA,GREECE,318,36.274,23.017
LUKK,KIV,CHISINAU,KICHINAU FIR/ACC/COM,MOLDOVA,122,46.928,28.931
FLSO,KIW,SOUTHDOWNS,SOUTHDOWNS,ZAMBIA,1264,-12.9,28.15
UNKK,KJA,N/A,KRASNOYARSK,RUSSIA,0,0,0
VTUZ,KKC,N/A,KHON KAEN,THAILAND,0,0,0
NZKK,KKE,KERIKERI,KERIKERI,NEW ZEALAND,150,-35.263,173.912
RJFR,KKJ,KITAKYUSHU,KITAKYUSHU,JAPAN,6,33.836,130.947
ENKR,KKN,KIRKENES HOYBUKTMOEN,KIRKENES,NORWAY,87,69.725,29.887
NTGK,KKR,KAUKURA,KAUKURA ATOLL,TUAMOTU ISLANDS,4,-15.663,-146.885
FZCA,KKW,KIKWIT,KIKWIT,ZAIRE,480,-5.036,18.786
GOOK,KLC,KAOLACK,KAOLACK,SENEGAL,8,14.147,-16.051
UUEM,KLD,MIGALOVO,TVER,RUSSIA,143,56.825,35.758
FKKH,KLE,N/A,KAELE,CAMEROON,0,0,0
VAKP,KLH,KOLHAPUR,KOLHAPUR,INDIA,608,16.664,74.288
RPVK,KLO,KALIBO,KALIBO,PHILIPPINES,13,11.681,122.378
ESMQ,KLR,KALMAR,KALKMAR,SWEDEN,6,56.685,16.288
LOWK,KLU,KLAGENFURT(AUS-AFB),KLAGENFURT,AUSTRIA,138,46.65,14.333
LKKV,KLV,KARLOVY VARY,KARLOVY VARY,CZECH REPUBLIC,607,50.203,12.915
PAKW,KLW,Klawock Airport (also see Klawock Seaplane Base),KLAWOCK,USA,N/A,N/A,N/A
LGKL,KLX,KALAMATA,KALAMATA,GREECE,9,37.068,22.026
FAKZ,KLZ,KLEINSEE,KLEINSEE,SOUTH AFRICA,79,-29.688,17.094
HRZA,KME,KAMEMBE,KAMEMBE,RWANDA,1592,-2.462,28.908
ZPPP,KMG,WUJIABA,KUNMING,CHINA,1895,24.992,102.743
RJFM,KMI,MIYAZAKI,MIYAZAKI,JAPAN,7,31.877,131.448
RJFT,KMJ,KUMAMOTO,KUMAMOTO,JAPAN,196,32.837,130.855
FCPA,KMK,MAKABANA,MAKABANA,CONGO,151,-3.483,12.617
FZSA,KMN,KAMINA BASE,KAMINA BASE,ZAIRE,1080,-8.642,25.253
FAKT,KMP,N/A,KEETMANSHOOP,NAMIBIA,0,0,0
RJNK,KMQ,KOMATSU,KANAZAWA,JAPAN,11,36.394,136.408
DSGI,KMS,N/A,KUMASI,GHANA,0,0,0
HCMK,KMU,KISIMAYU,KISMAYU,SOMALIA,15,-0.377,42.459
FZOA,KND,KINDU,KINDU,ZAIRE,497,-2.919,25.915
EGYM,KNF,MARHAM,MARHAM,UK,23,52.648,0.55
WASK,KNG,KAIMANA,KAIMANA,INDONESIA,5,-3.644,133.695
RCBS,KNH,SHANG YI,CHINMEN,TAIWAN,29,24.432,118.359
FCBK,KNJ,N/A,KINDAMBA,CONGO,0,0,0
GUXN,KNN,N/A,KANKAN,GUINEA,0,0,0
NWWD,KNQ,KONE,KONE,NEW CALEDONIA,8,-21.053,164.838
VIKA,KNU,KANPUR,KANPUR,INDIA,125,26.441,80.363
YPKU,KNX,KUNUNURRA,KUNUNURRA,AUSTRALIA,45,-15.778,128.707
PHKO,KOA,KONA INTERNATIONAL AT KEAHOLE,KONA,USA,15,19.739,-156.046
NWWK,KOC,KOUMAC,KOUMAC,NEW CALEDONIA,13,-20.546,164.256
WRKK,KOE,EL TARI,KUPANG,INDONESIA,103,-10.171,123.671
EGPA,KOI,KIRKWALL,KIRKWALL,SCOTLAND,16,58.958,-2.905
RJFK,KOJ,KAGOSHIMA,KAGOSHIMA,JAPAN,277,31.803,130.719
EFKK,KOK,KRUUNUPYY,KRUUNUPYY,FINLAND,26,63.721,23.143
FZRQ,KOO,N/A,KONGOLO,ZAIRE,0,0,0
VTUP,KOP,NAKHON PHANOM,NAKHON PHANOM,THAILAND,138,17.412,104.777
ZSGZ,KOW,N/A,GANZHOU,CHINA,0,0,0
WBGP,KPI,N/A,KAPIT,MALAYSIA,0,0,0
RKTH,KPO,POHANG,POHANG,KOREA,22,35.988,129.42
HBBO,KRE,N/A,KIRUNDO,BURKINA FASO,0,0,0
ESNK,KRF,KRAMFORS SOLLEFTEA,KRAMFORS,SWEDEN,11,63.048,17.769
EPKK,KRK,BALICE JP II INTERNATIONAL AIRPORT,KRAKOW,POLAND,242,50.078,19.785
ESNQ,KRN,KIRUNA,KIRUNA,SWEDEN,460,67.822,20.337
USUU,KRO,KURGAN,KURGAN,RUSSIA,77,55.475,65.415
EKKA,KRP,KARUP,KARUP,DENMARK,52,56.297,9.124
URKK,KRR,PASHKOVSKY,KRASNODAR,RUSSIA,36,45.035,39.172
ENCN,KRS,KRISTIANSAND KJEVIK,KRISTIANSAND,NORWAY,18,58.204,8.085
HSSS,KRT,KHARTOUM,KHARTOUM,SUDAN,385,15.589,32.553
UTAK,KRW,TURKMENBASHI AIRPORT,KRASNOVODSK,RUSSIA,0,40.033,52.983
PTSA,KSA,KOSRAE,KOSRAE,MICRONESIA,4,5.357,162.958
LZKZ,KSC,KOSICE,KOSICE,SLOVAKIA,231,48.663,21.241
ESSQ,KSD,N/A,KARLSTAD,SWEDEN,0,0,0
HUKS,KSE,N/A,KASESE,UGANDA,0,0,0
EDVK,KSF,KASSEL CALDEN,KASSEL,GERMANY,277,51.408,9.378
OICC,KSH,SHAHID ASHRAFI ESFAHANI,BAKHTARAN,IRAN,1313,34.346,47.156
GUKU,KSI,N/A,KISSIDOUGOU,GUINEA,0,0,0
LGKS,KSJ,KASOS,KASOS,GREECE,11,35.421,26.91
ESKK,KSK,KARLSKOGA,KARLSKOGA,SWEDEN,122,59.346,14.496
HSKA,KSL,KASSALA,KASSALA,SUDAN,509,15.386,36.328
LGKA,KSO,ARISTOTELIS,KASTORIA,GREECE,666,40.449,21.276
GASK,KSS,N/A,SIKASSO,MALI,0,0,0
ENKB,KSU,KRISTIANSUND KVERNBERGET,KRISTIANSUND,NORWAY,63,63.112,7.824
YPKA,KTA,KARRATHA,KARRATHA,AUSTRALIA,9,-20.712,116.773
RORK,KTD,KITADAITO,KITADAITO,JAPAN,25,25.948,131.321
WMKE,KTE,KERTEH,KERTEH,MALAYSIA,6,4.537,103.426
WIOK,KTG,RAHADI USMAN,KETAPANG,INDONESIA,15,-1.816,109.963
HKKT,KTL,KITALE,KITALE,KENYA,1851,0.972,34.958
VNKT,KTM,TRIBHUVAN INTERNATIONAL,KATHMANDU,NEPAL,1339,27.696,85.359
PAKT,KTN,KETCHIKAN INTERNATIONAL,KETCHIKAN,USA,30,55.356,-131.714
MKTP,KTP,TINSON PEN,KINGSTON,JAMAICA,5,17.988,-76.824
UAUU,KTQ,KOSTANAY,KUSTANAY,RUSSIA,182,53.206,63.551
EFKT,KTT,KITTILA,KITTILA,FINLAND,197,67.701,24.847
VIKO,KTU,KOTA,KOTA,INDIA,274,25.161,75.845
EPKT,KTW,PYRZOWICE,KATOWICE,POLAND,304,50.474,19.08
GAKO,KTX,N/A,KOUTIALA,MALI,0,0,0
WMKD,KUA,KUANTAN,KUANTAN,MALAYSIA,18,3.775,103.209
RKJK,KUB,KUNSAN AB,KUNSAN,KOREA,9,35.904,126.616
WBKT,KUD,N/A,KUDAT,MALAYSIA,0,0,0
RJCS,KUH,N/A,KUSHIRO,JAPAN,0,0,0
WMKK,KUL,KUALA LUMPUR INTERNATIONAL,KUALA LUMPUR,MALAYSIA,22,2.746,101.71
RJFC,KUM,YAKUSHIMA,YAKUSHIMA,JAPAN,38,30.386,130.659
EFKU,KUO,KUOPIO,KUOPIO,FINLAND,99,63.007,27.798
BGKK,KUS,KULUSUK,KULUSUK,GREENLAND,34,65.583,-37.15
VIBR,KUU,KULLU MANALI,KULU,INDIA,1085,31.882,77.184
LGKV,KVA,MEGAS ALEXANDROS INTERNATIONAL,KAVALA,GREECE,6,40.913,24.619
ESGR,KVB,SKOVDE,SKOVDE,SWEDEN,99,58.456,13.973
USKK,KVX,N/A,KIROV,RUSSIA,0,0,0
PKWA,KWA,BUCHOLZ AAF,KWAJALEIN,MARSHALL ISLANDS,3,8.72,167.731
ZUGY,KWE,N/A,GUIYANG,CHINA,0,0,0
OAHN,KWH,N/A,KHWAHAN,AFGHANISTAN,0,0,0
OKBK,KWI,KUWAIT INTERNATIONAL,KUWAIT,KUWAIT,63,29.227,47.98
RKJJ,KWJ,GWANGJU,KWANGJU,KOREA,15,35.126,126.81
ZGKL,KWL,LIANGJIANG,GUILIN,CHINA,174,25.218,110.039
FZQM,KWZ,KOLWEZI,KOLWEZI,ZAIRE,1527,-10.766,25.506
LTAN,KYA,KONYA,KONYA,TURKEY,1031,37.979,32.562
RCLY,KYD,LANYU,LANYU,TAIWAN,2,22.029,121.527
VYKP,KYP,KYAUKPYU,KYAUKPYU,MYANMAR,7,19.427,93.534
GAKY,KYS,KAYES,KAYES,MALI,50,14.431,-11.439
UNKY,KYZ,N/A,KYZYL,RUSSIA,0,0,0
LGKZ,KZI,FILIPPOS,KOZANI,GREECE,634,40.286,21.841
UWKD,KZN,KAZAN,KAZAN,RUSSIA,127,55.608,49.277
LGKJ,KZS,N/A,KASTELORIZO,GREECE,0,0,0
FNLU,LAD,LUANDA 4 DE FEVEREIRO,LUANDA,ANGOLA,75,-8.858,13.231
AYLA,LAE,N/A,LAE,PAPUA NEW GUINEA,0,0,0
LFRO,LAI,LANNION,LANNION,FRANCE,89,48.754,-3.471
KLAN,LAN,CAPITAL CITY,LANSING,USA,263,42.779,-84.587
MMLP,LAP,GENERAL MANUEL MARQUEZ DE LEON INTERNATIONAL,LA PAZ,MEXICO,28,24.072,-110.362
KLAR,LAR,Laramie Regional Airport,LARAMIE,USA,N/A,N/A,N/A
KLAS,LAS,MC CARRAN INTERNATIONAL,LAS VEGAS,USA,665,36.08,-115.152
HKLU,LAU,LAMU MANDA,LAMU,KENYA,7,-2.252,40.913
KLAW,LAW,Lawton–Fort Sill Regional Airport,LAWTON,USA,N/A,N/A,N/A
KLAX,LAX,LOS ANGELES INTERNATIONAL,LOS ANGELES,USA,39,33.942,-118.408
FALY,LAY,LADYSMITH,LADYSMITH,SOUTH AFRICA,1082,-28.582,29.75
SBLP,LAZ,BOM JESUS DA LAPA,BOM JESUS DA LAPA,BRAZIL,444,-13.262,-43.408
